sample_id,target_setting,seed,split,label,domain,text_source,text_length_chars,event_clean_mask,source_sparse_top2,event_semantic_rank,plm_deberta_rank,event_reliability_lr_bal_c0p03,peer_mermaid_moe,peer_mermaid_moe_seedlogitmean
gossipcop_gossipcop-1987636422,target_coaid,20260425,val,1,gossipcop,title_only,43,1.0,0.9140292867264996,0.913320736891828,0.8094000944733113,0.8290033065658952,0.9029286726499764,0.8882853094000944
gossipcop_gossipcop-1994380875,target_coaid,20260425,val,1,gossipcop,title_only,54,1.0,0.8016060462919226,0.8618327822390175,0.8290033065658952,0.8049126121870571,0.8953708077468115,0.8923004251299008
gossipcop_gossipcop-2022735106,target_coaid,20260425,val,1,gossipcop,title_only,61,1.0,0.1936702881435994,0.1452527161076995,0.4362305148795465,0.3620689655172414,0.3367973547472839,0.3757675956542277
gossipcop_gossipcop-2029753949,target_coaid,20260425,val,1,gossipcop,title_only,11,1.0,0.401275389702409,0.7810581010864431,0.783656117146906,0.7697213037316958,0.6797354747283892,0.6905999055266887
gossipcop_gossipcop-2064470814,target_coaid,20260425,val,1,gossipcop,title_only,106,1.0,0.4995276334435522,0.5677846008502598,0.2104393008974964,0.6209258384506376,0.5555030703826169,0.5451110061407652
gossipcop_gossipcop-2070684253,target_coaid,20260425,val,1,gossipcop,title_only,74,1.0,0.4626830420406235,0.7843646669815777,0.7947567312234294,0.7907416154936231,0.8660840812470477,0.8710439300897497
gossipcop_gossipcop-2079600940,target_coaid,20260425,val,1,gossipcop,title_only,59,1.0,0.7097307510628248,0.8346717052432687,0.8684459140292867,0.7997165800661313,0.8875767595654228,0.8925366084081247
gossipcop_gossipcop-2101587167,target_coaid,20260425,val,1,gossipcop,title_only,54,1.0,0.6100614076523382,0.8882853094000944,0.9168634860651866,0.9241851676901276,0.9100141709966936,0.9123760037789324
gossipcop_gossipcop-2109585389,target_coaid,20260425,val,1,gossipcop,title_only,89,1.0,0.9296173830892772,0.999763816721776,0.9225318847425602,0.999999,0.932451582427964,0.9244213509683514
gossipcop_gossipcop-212976411,target_coaid,20260425,val,1,gossipcop,title_only,70,1.0,0.7902692489371752,0.58171941426547,0.5965989607935758,0.5810108644307983,0.4780349551251771,0.5562116202172886
gossipcop_gossipcop-2133150152,target_coaid,20260425,val,1,gossipcop,title_only,83,1.0,0.8351440717997166,0.9933868682097308,0.9008030231459612,0.9938592347661784,0.8098724610297591,0.8386868209730751
gossipcop_gossipcop-213925729,target_coaid,20260425,val,1,gossipcop,title_only,85,1.0,0.8589985829003307,0.8717524799244214,0.8776570618800189,0.7952290977798772,0.9067076051015588,0.8982050070854983
gossipcop_gossipcop-2160787427,target_coaid,20260425,val,1,gossipcop,title_only,54,1.0,0.9553613604156824,0.990552668871044,0.915918752952291,0.985120453471894,0.8967879074161549,0.9034010392064242
gossipcop_gossipcop-2174360677,target_coaid,20260425,val,1,gossipcop,title_only,88,1.0,0.6324988190836088,0.1965044874822862,0.4981105337742088,0.2746811525743977,0.2463391591875295,0.1828058573452999
gossipcop_gossipcop-2179600480,target_coaid,20260425,val,1,gossipcop,title_only,35,1.0,0.3915918752952291,0.7227208313651393,0.7855455833726972,0.7841284837033538,0.865375531412376,0.8769485120453472
gossipcop_gossipcop-2183908850,target_coaid,20260425,val,1,gossipcop,title_only,56,1.0,0.8039678790741616,0.903637222484648,0.8875767595654228,0.9355219650448748,0.9005668398677373,0.9116674539442609
gossipcop_gossipcop-2194660040,target_coaid,20260425,val,1,gossipcop,title_only,62,1.0,0.8367973547472839,0.8830892772791686,0.75484175720359,0.8960793575814833,0.9114312706660368,0.908833254605574
gossipcop_gossipcop-2199307032,target_coaid,20260425,val,1,gossipcop,title_only,90,1.0,0.5510155880963628,0.540859707132735,0.7683042040623523,0.4093056211620217,0.2713745866792631,0.3233349078885215
gossipcop_gossipcop-2204574008,target_coaid,20260425,val,1,gossipcop,title_only,69,1.0,0.8044402456306093,0.9192253188474256,0.9274917335852622,0.9008030231459612,0.9196976854038734,0.9246575342465754
gossipcop_gossipcop-2220709136,target_coaid,20260425,val,1,gossipcop,title_only,83,1.0,0.761927255550307,0.8948984411903638,0.7446858762399622,0.8214454416627303,0.8644307982994804,0.8488427019367029
gossipcop_gossipcop-2243489428,target_coaid,20260425,val,1,gossipcop,title_only,64,1.0,0.783656117146906,0.6738308927727917,0.7794048181388757,0.7198866320264525,0.2758620689655172,0.3011336797354747
gossipcop_gossipcop-2266277403,target_coaid,20260425,val,1,gossipcop,title_only,69,1.0,0.7753897024090695,0.6584789796882381,0.420642418516769,0.5214926783183751,0.7874350495984884,0.7732640529050543
gossipcop_gossipcop-2268522877,target_coaid,20260425,val,1,gossipcop,title_only,109,1.0,0.4537080774681152,0.4787435049598488,0.6067548417572036,0.5290505432215399,0.2241379310344827,0.2340576287198866
gossipcop_gossipcop-2285523495,target_coaid,20260425,val,1,gossipcop,title_only,60,1.0,0.8771846953235711,0.90859707132735,0.860651865847898,0.8568729333963155,0.8811998110533774,0.872461029759093
gossipcop_gossipcop-2299557143,target_coaid,20260425,val,1,gossipcop,title_only,46,1.0,0.3996221067548418,0.8571091166745395,0.9097779877184696,0.8634860651865848,0.8871043930089749,0.8816721776098252
gossipcop_gossipcop-2327450039,target_coaid,20260425,val,1,gossipcop,title_only,89,1.0,0.7231931979215872,0.9440245630609352,0.8689182805857345,0.952054794520548,0.90859707132735,0.9104865375531412
gossipcop_gossipcop-2336869197,target_coaid,20260425,val,1,gossipcop,title_only,65,1.0,0.5795937647614549,0.9251299008030232,0.786017949929145,0.9244213509683514,0.8205007085498347,0.8207368918280585
gossipcop_gossipcop-2341104097,target_coaid,20260425,val,1,gossipcop,title_only,60,1.0,0.6435994331601322,0.7959376476145489,0.7508266414737836,0.7104393008974964,0.4900803023145961,0.5675484175720359
gossipcop_gossipcop-2389838515,target_coaid,20260425,val,1,gossipcop,title_only,77,1.0,0.9657534246575342,0.8693906471421823,0.9140292867264996,0.8663202645252717,0.8526216343882853,0.8911195087387813
gossipcop_gossipcop-2394982572,target_coaid,20260425,val,1,gossipcop,title_only,21,1.0,0.5441662730278696,0.4418989135569202,0.3826169107227208,0.4532357109116675,0.4433160132262635,0.478271138403401
gossipcop_gossipcop-2409992269,target_coaid,20260425,val,1,gossipcop,title_only,75,1.0,0.8325460557392537,0.8323098724610297,0.8391591875295229,0.7756258856872933,0.762163438828531,0.7255550307038262
gossipcop_gossipcop-2419353601,target_coaid,20260425,val,1,gossipcop,title_only,66,1.0,0.4607935758148323,0.8837978271138404,0.8892300425129901,0.8889938592347661,0.728153046764289,0.7609825224374114
gossipcop_gossipcop-2419841037,target_coaid,20260425,val,1,gossipcop,title_only,97,1.0,0.5876239962210675,0.5710911667453944,0.8802550779404819,0.7779877184695324,0.8504959848842701,0.867973547472839
gossipcop_gossipcop-2421029600,target_coaid,20260425,val,1,gossipcop,title_only,104,1.0,0.4593764761454889,0.5618800188946622,0.2690127538970241,0.6310817194142655,0.6324988190836088,0.6936702881435994
gossipcop_gossipcop-2443258010,target_coaid,20260425,val,1,gossipcop,title_only,92,1.0,0.9059990552668872,0.9971658006613132,0.9095418044402456,0.9966934341048652,0.9145016532829476,0.9097779877184696
gossipcop_gossipcop-2461397585,target_coaid,20260425,val,1,gossipcop,title_only,42,1.0,0.7050070854983467,0.9596126594237128,0.9081247047709022,0.990552668871044,0.9026924893717524,0.894189891355692
gossipcop_gossipcop-2500579008,target_coaid,20260425,val,1,gossipcop,title_only,68,1.0,0.6452527161076995,0.7515351913084554,0.5366084081247048,0.7453944260746339,0.2217760982522437,0.24515824279641
gossipcop_gossipcop-2504208932,target_coaid,20260425,val,1,gossipcop,title_only,73,1.0,0.8845063769485121,0.9948039678790742,0.9199338686820973,0.9948039678790742,0.9381199811053378,0.9303259329239488
gossipcop_gossipcop-2521468597,target_coaid,20260425,val,1,gossipcop,title_only,49,1.0,0.6924893717524799,0.4395370807746812,0.7342938119981105,0.3155408597071327,0.4636277751535191,0.3828530940009447
gossipcop_gossipcop-2532233011,target_coaid,20260425,val,1,gossipcop,title_only,60,1.0,0.6594237128011337,0.7350023618327822,0.6721776098252243,0.7598016060462919,0.8089277279168635,0.7935758148323099
gossipcop_gossipcop-259465146,target_coaid,20260425,val,1,gossipcop,title_only,50,1.0,0.5085025980160605,0.8748228625413321,0.8415210203117619,0.918044402456306,0.5113367973547472,0.543457723193198
gossipcop_gossipcop-2595922573,target_coaid,20260425,val,1,gossipcop,title_only,83,1.0,0.3835616438356164,0.4858290033065659,0.7314596126594237,0.4444969296173831,0.8450637694851204,0.8672649976381672
gossipcop_gossipcop-2623280525,target_coaid,20260425,val,1,gossipcop,title_only,69,1.0,0.6438356164383562,0.4730751062824752,0.5996693434104865,0.6169107227208314,0.5307038261691073,0.584081247047709
gossipcop_gossipcop-2628357669,target_coaid,20260425,val,1,gossipcop,title_only,91,1.0,0.6887104393008975,0.9749645725082664,0.870099196976854,0.9697685403873406,0.8736419461502125,0.870099196976854
gossipcop_gossipcop-2635899873,target_coaid,20260425,val,1,gossipcop,title_only,59,1.0,0.4185167690127539,0.8462446858762399,0.7994803967879074,0.8979688238072745,0.9116674539442609,0.908360888049126
gossipcop_gossipcop-2661113454,target_coaid,20260425,val,1,gossipcop,title_only,42,1.0,0.8689182805857345,0.9676428908833254,0.8521492678318375,0.95701464336325,0.906235238545111,0.901511572980633
gossipcop_gossipcop-2705852570,target_coaid,20260425,val,1,gossipcop,title_only,82,1.0,0.872697213037317,0.9284364666981578,0.8344355219650449,0.863013698630137,0.8837978271138404,0.8734057628719887
gossipcop_gossipcop-2715725198,target_coaid,20260425,val,1,gossipcop,title_only,66,1.0,0.223429381199811,0.1516296646197449,0.5500708549834672,0.3370335380255078,0.4222957014643363,0.5115729806329712
gossipcop_gossipcop-2719250900,target_coaid,20260425,val,1,gossipcop,title_only,13,1.0,0.7706660368445915,0.5651865847897969,0.8164855928200283,0.5784128483703354,0.2971185640056684,0.3618327822390175
gossipcop_gossipcop-2727495678,target_coaid,20260425,val,1,gossipcop,title_only,81,1.0,0.1787907416154936,0.216343882853094,0.3830892772791686,0.2735002361832782,0.463863958431743,0.4612659423712801
gossipcop_gossipcop-2752076392,target_coaid,20260425,val,1,gossipcop,title_only,93,1.0,0.4666981577704298,0.7647614548889938,0.5982522437411432,0.8398677373641946,0.4076523382144544,0.4307982994803968
gossipcop_gossipcop-2758817682,target_coaid,20260425,val,1,gossipcop,title_only,109,1.0,0.911195087387813,0.985356636750118,0.8958431743032593,0.9749645725082664,0.8445914029286726,0.8682097307510628
gossipcop_gossipcop-2765920062,target_coaid,20260425,val,1,gossipcop,title_only,32,1.0,0.91828058573453,0.9414265470004723,0.9189891355692016,0.9140292867264996,0.7796410014170997,0.8167217760982523
gossipcop_gossipcop-2817863987,target_coaid,20260425,val,1,gossipcop,title_only,43,1.0,0.8138875767595655,0.5666036844591403,0.7680680207841285,0.497638167217761,0.8757675956542277,0.8826169107227209
gossipcop_gossipcop-2819245019,target_coaid,20260425,val,1,gossipcop,title_only,91,1.0,0.7031176192725554,0.7425602267359471,0.730514879546528,0.7855455833726972,0.3977326405290505,0.4267831837505904
gossipcop_gossipcop-2830084039,target_coaid,20260425,val,1,gossipcop,title_only,58,1.0,0.3906471421823335,0.5760510155880963,0.8788379782711384,0.6688710439300898,0.7758620689655172,0.8252243741143127
gossipcop_gossipcop-2850498997,target_coaid,20260425,val,1,gossipcop,title_only,99,1.0,0.7987718469532357,0.9917335852621636,0.911195087387813,0.9957487009919698,0.8901747756258857,0.8974964572508266
gossipcop_gossipcop-2880320914,target_coaid,20260425,val,1,gossipcop,title_only,55,1.0,0.4293811998110534,0.442135096835144,0.6537553141237601,0.4211147850732168,0.5203117619272556,0.627538970240907
gossipcop_gossipcop-2917215,target_coaid,20260425,val,1,gossipcop,title_only,72,1.0,0.7458667926310817,0.9605573925366084,0.8639584317430326,0.9201700519603212,0.879782711384034,0.8845063769485121
gossipcop_gossipcop-2955490929,target_coaid,20260425,val,1,gossipcop,title_only,20,1.0,0.9378837978271138,0.7938119981105338,0.9166273027869628,0.8016060462919226,0.4787435049598488,0.5725082664147378
gossipcop_gossipcop-3054920479,target_coaid,20260425,val,1,gossipcop,title_only,146,1.0,0.819792158715163,0.7255550307038262,0.8682097307510628,0.7796410014170997,0.8958431743032593,0.8927727916863486
gossipcop_gossipcop-3056949650,target_coaid,20260425,val,1,gossipcop,title_only,75,1.0,0.807746811525744,0.9744922059518186,0.8138875767595655,0.9435521965044876,0.8542749173358526,0.8431743032593293
gossipcop_gossipcop-3060519673,target_coaid,20260425,val,1,gossipcop,title_only,60,1.0,0.7657061880018895,0.730751062824752,0.7831837505904582,0.7201228153046765,0.3349078885214926,0.3689182805857345
gossipcop_gossipcop-306189630,target_coaid,20260425,val,1,gossipcop,title_only,80,1.0,0.7045347189418989,0.8011336797354748,0.495276334435522,0.8306565895134624,0.6365139348134152,0.6587151629664619
gossipcop_gossipcop-3062580207,target_coaid,20260425,val,1,gossipcop,title_only,50,1.0,0.9367028814359944,0.7666509211147851,0.7999527633443552,0.738072744449693,0.7042985356636751,0.7125649504015116
gossipcop_gossipcop-3063859039,target_coaid,20260425,val,1,gossipcop,title_only,70,1.0,0.5880963627775153,0.7102031176192726,0.9100141709966936,0.8403401039206424,0.82687765706188,0.8228625413320737
gossipcop_gossipcop-3089710936,target_coaid,20260425,val,1,gossipcop,title_only,70,1.0,0.1875295229097779,0.2713745866792631,0.5009447331128956,0.3708077468115257,0.538497874350496,0.4603212092583845
gossipcop_gossipcop-3094239722,target_coaid,20260425,val,1,gossipcop,title_only,53,1.0,0.9482758620689656,0.7640529050543221,0.877420878601795,0.8278223901747757,0.8275862068965517,0.8294756731223429
gossipcop_gossipcop-312832224,target_coaid,20260425,val,1,gossipcop,title_only,100,1.0,0.7640529050543221,0.8597071327350023,0.9093056211620216,0.8169579593764762,0.9102503542749172,0.9059990552668872
gossipcop_gossipcop-3136276770,target_coaid,20260425,val,1,gossipcop,title_only,86,1.0,0.8448275862068966,0.992678318375059,0.8809636277751535,0.99031648559282,0.918516769012754,0.9114312706660368
gossipcop_gossipcop-3178329969,target_coaid,20260425,val,1,gossipcop,title_only,91,1.0,0.7324043457723193,0.8240434577231932,0.7704298535663675,0.740434577231932,0.7881435994331601,0.7189418989135569
gossipcop_gossipcop-3179316421,target_coaid,20260425,val,1,gossipcop,title_only,77,1.0,0.8363249881908361,0.9896079357581484,0.8667926310817194,0.9877184695323572,0.8743504959848842,0.8788379782711384
gossipcop_gossipcop-3181181360,target_coaid,20260425,val,1,gossipcop,title_only,37,1.0,0.8939537080774681,0.9501653282947568,0.9055266887104392,0.9742560226735948,0.9305621162021728,0.9293811998110534
gossipcop_gossipcop-3203418099,target_coaid,20260425,val,1,gossipcop,title_only,67,1.0,0.975673122342938,0.9211147850732168,0.927727916863486,0.872697213037317,0.8682097307510628,0.8611242324043458
gossipcop_gossipcop-3205422760,target_coaid,20260425,val,1,gossipcop,title_only,55,1.0,0.932923948984412,0.97094945677846,0.9192253188474256,0.9846480869154464,0.9246575342465754,0.913320736891828
gossipcop_gossipcop-3245048045,target_coaid,20260425,val,1,gossipcop,title_only,68,1.0,0.829239489844119,0.9128483703353802,0.7990080302314596,0.8377420878601795,0.8717524799244214,0.8715162966461975
gossipcop_gossipcop-3264510599,target_coaid,20260425,val,1,gossipcop,title_only,49,1.0,0.9612659423712802,0.9482758620689656,0.8800188946622579,0.911195087387813,0.7862541332073689,0.8240434577231932
gossipcop_gossipcop-3294058859,target_coaid,20260425,val,1,gossipcop,title_only,58,1.0,0.5375531412376003,0.504959848842702,0.6572980632971186,0.4312706660368446,0.8611242324043458,0.8405762871988663
gossipcop_gossipcop-3300618073,target_coaid,20260425,val,1,gossipcop,title_only,114,1.0,0.5592820028341994,0.9478034955125176,0.7964100141709967,0.9430798299480396,0.8471894189891356,0.8393953708077468
